song_id,song_name,artist_name,song_URL,label
0nPUDtcdeizNxzykZnwHUL,Pure Imagination Lofi 4,G Sounds,https://open.spotify.com/track/0nPUDtcdeizNxzykZnwHUL,buồn
1wpIZKNnXWNQpohf1urM64,pure imagination,shiloh.,https://open.spotify.com/track/1wpIZKNnXWNQpohf1urM64,buồn
66MP31dDAEV6rsmMKDVm9o,School Rooftop (Bird Sounds),"Hisohkah, WMD",https://open.spotify.com/track/66MP31dDAEV6rsmMKDVm9o,buồn
06E5KyqnDTueEbdT22FFvM,School Rooftop,"Hisohkah, WMD",https://open.spotify.com/track/06E5KyqnDTueEbdT22FFvM,buồn
5cn5oHiXJTLiuthgbgfkMh,Vết Mưa,Vũ Cát Tường,https://open.spotify.com/track/5cn5oHiXJTLiuthgbgfkMh,buồn
72j1jY006wieT3AdwLdLFl,ON TOP,"The Girl Next Door, WMD",https://open.spotify.com/track/72j1jY006wieT3AdwLdLFl,buồn
27VEm9Isx6p3hP18Sf5gIb,ON TOP 3,The Girl Next Door,https://open.spotify.com/track/27VEm9Isx6p3hP18Sf5gIb,buồn
2mxwYz6wrMIQTmFz8zSwrq,Bài hát của em,"VT, CLOUDEE",https://open.spotify.com/track/2mxwYz6wrMIQTmFz8zSwrq,buồn
1bSZHrDeRPLFMwi2MWeOKF,Đã Bao Lần,"A.C Xuân Tài, Mew",https://open.spotify.com/track/1bSZHrDeRPLFMwi2MWeOKF,buồn
7sZ2QWlXZqODQkmxRnJGjT,Sài Gòn Hôm Nay Mưa - 1 9 6 7 Remix,"JSOL, Hoàng Duyên",https://open.spotify.com/track/7sZ2QWlXZqODQkmxRnJGjT,buồn
5BTzf3doGTigDIYUFtbkI9,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),"Emcee L (Da LAB), Da LAB, Badbies",https://open.spotify.com/track/5BTzf3doGTigDIYUFtbkI9,buồn
10SYupbJ8acoR1EnCyRn5b,Voicemail 2: phone calls.,Han Kim,https://open.spotify.com/track/10SYupbJ8acoR1EnCyRn5b,buồn
3XRvVlOBvClOq1KpI50uKC,giữ lấy làm gì,MONSTAR,https://open.spotify.com/track/3XRvVlOBvClOq1KpI50uKC,buồn
4aiBWa197wmHSdYM4FYjNc,Yêu Cậu❤️,Lê Hoàng Bảo Anh,https://open.spotify.com/track/4aiBWa197wmHSdYM4FYjNc,buồn
1rVTKF2XF1l3OqHoXNa4kc,Tìm Thấy Nhau,SIVAN,https://open.spotify.com/track/1rVTKF2XF1l3OqHoXNa4kc,buồn
6kCU6i8iRrAAmJJ8Sj4JYC,Nắng có mang em về,"Shartnuss, Tr.D, Phankeo",https://open.spotify.com/track/6kCU6i8iRrAAmJJ8Sj4JYC,buồn
6qyK9SquQSHvNzrGHEUYNV,23:40,Hào,https://open.spotify.com/track/6qyK9SquQSHvNzrGHEUYNV,buồn
5yNB5nPXblrSwtS9d0ssAU,id 2022 (feat. 267),"W/N, 267",https://open.spotify.com/track/5yNB5nPXblrSwtS9d0ssAU,buồn
3qKvcl5QqVVuqrEWFLrLMJ,2h sáng ai vẫn còn đang khóc,"Vương Cây, Hast",https://open.spotify.com/track/3qKvcl5QqVVuqrEWFLrLMJ,buồn
3DryLCFM5VcSok0yI5pzw6,Lý do nào để quay lại với nhau ?,VT,https://open.spotify.com/track/3DryLCFM5VcSok0yI5pzw6,buồn
1PwaWqjJRnJaYXyibDRhhb,Đừng Nghe Máy x 23:59 - #SS,#SSdaRealest,https://open.spotify.com/track/1PwaWqjJRnJaYXyibDRhhb,buồn
6mO1yjYY2htYQdg7VcEzGg,Anh Muốn Nghe Giọng Em Nói,"Nguyên, Seth",https://open.spotify.com/track/6mO1yjYY2htYQdg7VcEzGg,buồn
7uT0kSSX2r5t2CnyA68F5o,cứ ngỡ sẽ bên nhau...,Đỗ Ngọc Khánh,https://open.spotify.com/track/7uT0kSSX2r5t2CnyA68F5o,buồn
0bXK9dJ7nEvDru9REj0U0L,"ở một cuộc đời khác, ta sẽ lại gặp nhau",FiGDee,https://open.spotify.com/track/0bXK9dJ7nEvDru9REj0U0L,buồn
783TVgSZXI92RfKqwOrbd4,Những Gì Đã Qua - Beat,Arrow,https://open.spotify.com/track/783TVgSZXI92RfKqwOrbd4,buồn
0OVwM8OYnaYLpcun5fDLYj,Đừng Ai Nhắc Về Cô Ấy,Nguyễn Văn Sỹ (V.Sỹ),https://open.spotify.com/track/0OVwM8OYnaYLpcun5fDLYj,buồn
0A0oqleZkyD8FN6aW48Jzn,Yên Bình Có Quá Đắt Không,Khiem,https://open.spotify.com/track/0A0oqleZkyD8FN6aW48Jzn,buồn
6kDeCSj6MUvUSiwirbCERV,When You Look at Me,"Obito, Seachains",https://open.spotify.com/track/6kDeCSj6MUvUSiwirbCERV,vui
1CPrkuipLCJH06r0prq4AL,Cưới Đi,2T,https://open.spotify.com/track/1CPrkuipLCJH06r0prq4AL,vui
0l5rDugLBEOGS6L77GPsaT,Matchanah,Híu,https://open.spotify.com/track/0l5rDugLBEOGS6L77GPsaT,vui
3bdTmaKivmPwheik5Y409t,Váy Hoa Nhí,Hoàng Minh Châu,https://open.spotify.com/track/3bdTmaKivmPwheik5Y409t,vui
11lfcenVcwQs5Y4xPgCZ28,Cháu Xin Lỗi Chú,"Linh Thộn, Gia Nghi, Jay Bach",https://open.spotify.com/track/11lfcenVcwQs5Y4xPgCZ28,vui
37kO6SOmU7IHn1cdy1toB7,Yêu Là Khi,"Lemese, Công Hoà",https://open.spotify.com/track/37kO6SOmU7IHn1cdy1toB7,vui
0JmYRsO1sanvPDPWKYk2r2,Tớ Thích Cậu,Han Sara,https://open.spotify.com/track/0JmYRsO1sanvPDPWKYk2r2,vui
61iICkovroqph4xB9XmeFU,Yêu Như Trẻ Con,B Ray,https://open.spotify.com/track/61iICkovroqph4xB9XmeFU,vui
6lhrQC5IvCv4ICCGs9IZfo,Chàng Trai Sơ Mi Hồng,Hoàng Duyên,https://open.spotify.com/track/6lhrQC5IvCv4ICCGs9IZfo,vui
6HpDKKSDZ8QpSHfikENIBC,Gác Lại Âu Lo,Da LAB,https://open.spotify.com/track/6HpDKKSDZ8QpSHfikENIBC,vui
4RZJObXQzsKQLd25LBjBG8,Em Bé,"AMEE, Karik",https://open.spotify.com/track/4RZJObXQzsKQLd25LBjBG8,vui
5SUXc3Xe4GaWyDo45v6Lea,Dù Cho Mai Về Sau,buitruonglinh,https://open.spotify.com/track/5SUXc3Xe4GaWyDo45v6Lea,vui
2z9iLlNBt1aLZUCFgXby97,CÓ CHẮC YÊU LÀ ĐÂY,Sơn Tùng M-TP,https://open.spotify.com/track/2z9iLlNBt1aLZUCFgXby97,vui
1AAGvzJRWMTKx7PNfeTvP4,Missing You,"Phương Ly, TINLE",https://open.spotify.com/track/1AAGvzJRWMTKx7PNfeTvP4,vui
1adL8rn0WJhN7VTf7vtneq,Mặt Trời Của Em,"Phương Ly, JustaTee",https://open.spotify.com/track/1adL8rn0WJhN7VTf7vtneq,vui
3clfEGdaeSmWM6pDekmZ2G,đen đá không đường,AMEE,https://open.spotify.com/track/3clfEGdaeSmWM6pDekmZ2G,vui
0ZizZPEO4jmzNQjnLCJ37o,Do For Love,B Ray,https://open.spotify.com/track/0ZizZPEO4jmzNQjnLCJ37o,vui
2raE5xoue46A4RsHOjhglu,100 Years Love,NamDuc,https://open.spotify.com/track/2raE5xoue46A4RsHOjhglu,vui
7j3XQm7RR8T2EzaYtYK4rc,Crush 2,"W/N, Tezzy, Tien",https://open.spotify.com/track/7j3XQm7RR8T2EzaYtYK4rc,vui
0ZaHfA4m7SlE2QHA3KNoXj,Em Có Nghe,Kha,https://open.spotify.com/track/0ZaHfA4m7SlE2QHA3KNoXj,vui
2EMbVMhUtYNfuAhTi9HvBk,Lỡ Say Bye Là Bye,Lemese,https://open.spotify.com/track/2EMbVMhUtYNfuAhTi9HvBk,vui
6jcG3yZ0e2CSI6omkYO1ut,Thích Quá Rùi Nà,"tlinh, Trung Trần",https://open.spotify.com/track/6jcG3yZ0e2CSI6omkYO1ut,vui
4PhVyJDEkX8RxQVW2Df6Jj,Honey,"AnhVu, Goku Beats",https://open.spotify.com/track/4PhVyJDEkX8RxQVW2Df6Jj,vui
65uxT4ZGe6eOABj1g5V2Fj,Hướng Dương,Changg,https://open.spotify.com/track/65uxT4ZGe6eOABj1g5V2Fj,vui
1ecVks3GJX8U67DvhVDVBn,trời giấu trời mang đi,AMEE,https://open.spotify.com/track/1ecVks3GJX8U67DvhVDVBn,vui
45Mswno1F7FoZkcmQkp7fi,Thích Em Hơi Nhiều,Wren Evans,https://open.spotify.com/track/45Mswno1F7FoZkcmQkp7fi,vui
4cmH7DnRCBFwcMpyGmBklc,Muốn Được Cùng Em,Freaky,https://open.spotify.com/track/4cmH7DnRCBFwcMpyGmBklc,vui
769IjpjHNrN36SPvj2ZBKu,Nghe Như Tình Yêu,HIEUTHUHAI,https://open.spotify.com/track/769IjpjHNrN36SPvj2ZBKu,vui
5zH2inEP6THOY8tomr3DdZ,Trên Tình Bạn Dưới Tình Yêu,MIN,https://open.spotify.com/track/5zH2inEP6THOY8tomr3DdZ,vui
42ajbrD1sow2nEGPGxPPRl,Phai,"Rocky CDE, Chie",https://open.spotify.com/track/42ajbrD1sow2nEGPGxPPRl,vui
0vB6E5gTZtnpodQCCW29JN,sao anh chưa về nhà,"AMEE, Ricky Star",https://open.spotify.com/track/0vB6E5gTZtnpodQCCW29JN,vui
3wUp8eCTshIrJcYbjWaoyP,ThichThich,Phương Ly,https://open.spotify.com/track/3wUp8eCTshIrJcYbjWaoyP,vui
73fFRs03s0gtjggfMW213L,Ngã Tư Không Đèn,"TRANG, Khoa Vũ",https://open.spotify.com/track/73fFRs03s0gtjggfMW213L,vui
3p1218F8JaBrW5KDoJZg5M,Say đắm trong lần đầu (RMX) - speed up,"Winno, JBEE7",https://open.spotify.com/track/3p1218F8JaBrW5KDoJZg5M,vui
